Anio,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2026,IQS,Estudiante,1er grado,HIGUEY,35,34.0,127
2026,IQS,Estudiante,1er grado,LA VEGA,30,25.8,81
2026,IQS,Estudiante,1er grado,MAO,1,0.8,2
2026,IQS,Estudiante,1er grado,MONTE CRISTI,15,19.6,51
2026,IQS,Estudiante,1er grado,MONTE PLATA,11,13.1,37
2026,IQS,Estudiante,1er grado,NAGUA,12,18.4,48
2026,IQS,Estudiante,1er grado,PUERTO PLATA,22,16.2,63
2026,IQS,Estudiante,1er grado,SAN CRISTOBAL,24,16.4,59
2026,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,20,19.2,61
2026,IQS,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,13,10.4,40
2026,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,41,41.8,129
2026,IQS,Estudiante,1er grado,SANTIAGO,96,88.5,262
2026,IQS,Estudiante,1er grado,SANTO DOMINGO,214,227.0,636
2026,IQS,Estudiante,1er grado,Sin ubicación,191,237.5,698
2026,IQS,Estudiante,2do grado,AZUA,34,30.2,62
2026,IQS,Estudiante,2do grado,BAHORUCO,13,14.7,28
2026,IQS,Estudiante,2do grado,BARAHONA,11,23.1,30
2026,IQS,Estudiante,2do grado,COTUI,19,14.4,33
2026,IQS,Estudiante,2do grado,HIGUEY,22,12.7,37
2026,IQS,Estudiante,2do grado,LA VEGA,27,30.0,49
2026,IQS,Estudiante,2do grado,MAO,9,9.5,19
2026,IQS,Estudiante,2do grado,MONTE CRISTI,25,19.2,37
2026,IQS,Estudiante,2do grado,MONTE PLATA,9,11.8,21
2026,IQS,Estudiante,2do grado,NAGUA,9,10.5,23
2026,IQS,Estudiante,2do grado,PUERTO PLATA,12,11.4,23
2026,IQS,Estudiante,2do grado,SAN CRISTOBAL,41,31.8,64
2026,IQS,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,21,22.7,49
2026,IQS,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,17,12.1,24
2026,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,33,26.4,50
2026,IQS,Estudiante,2do grado,SANTIAGO,74,67.2,159
2026,IQS,Estudiante,2do grado,SANTO DOMINGO,276,453.4,840
2026,IQS,Estudiante,2do grado,Sin ubicación,348,410.6,853
2026,IQS,Estudiante,3er grado,AZUA,10,9.5,21
2026,IQS,Estudiante,3er grado,BAHORUCO,3,0.9,3
2026,IQS,Estudiante,3er grado,BARAHONA,6,5.6,9
2026,IQS,Estudiante,3er grado,COTUI,3,2.0,4
2026,IQS,Estudiante,3er grado,HIGUEY,4,2.6,5
2026,IQS,Estudiante,3er grado,LA VEGA,8,6.2,15
2026,IQS,Estudiante,3er grado,MAO,2,1.2,4
2026,IQS,Estudiante,3er grado,MONTE CRISTI,10,10.9,23
2026,IQS,Estudiante,3er grado,MONTE PLATA,6,8.8,11
2026,IQS,Estudiante,3er grado,NAGUA,1,0.3,1
2026,IQS,Estudiante,3er grado,PUERTO PLATA,4,1.6,9
2026,IQS,Estudiante,3er grado,SAN CRISTOBAL,12,12.9,20
2026,IQS,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,9,5.5,13
2026,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,8,3.0,9
2026,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,8,14.3,22
2026,IQS,Estudiante,3er grado,SANTIAGO,46,61.3,96
2026,IQS,Estudiante,3er grado,SANTO DOMINGO,151,147.1,324
2026,IQS,Estudiante,3er grado,Sin ubicación,129,176.8,333
2026,IQS,Estudiante,4to grado,AZUA,51,57.0,94
2026,IQS,Estudiante,4to grado,BAHORUCO,15,9.4,19
2026,IQS,Estudiante,4to grado,BARAHONA,30,29.5,46
2026,IQS,Estudiante,4to grado,COTUI,71,89.8,135
2026,IQS,Estudiante,4to grado,HIGUEY,72,114.4,143
2026,IQS,Estudiante,4to grado,LA VEGA,98,90.0,141
2026,IQS,Estudiante,4to grado,MAO,20,14.6,28
2026,IQS,Estudiante,4to grado,MONTE CRISTI,30,31.2,72
2026,IQS,Estudiante,4to grado,MONTE PLATA,24,18.9,36
2026,IQS,Estudiante,4to grado,NAGUA,50,33.0,71
2026,IQS,Estudiante,4to grado,PUERTO PLATA,30,21.0,51
2026,IQS,Estudiante,4to grado,SAN CRISTOBAL,118,64.8,161
2026,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,72,73.7,140
2026,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,39,70.6,93
2026,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,79,121.9,180
2026,IQS,Estudiante,4to grado,SANTIAGO,313,284.3,533
2026,IQS,Estudiante,4to grado,SANTO DOMINGO,565,652.1,1024
2026,IQS,Estudiante,4to grado,Sin ubicación,587,581.5,1123
2026,IQS,Estudiante,5to grado,AZUA,21,18.4,39
2026,IQS,Estudiante,5to grado,BAHORUCO,11,8.6,17
2026,IQS,Estudiante,5to grado,BARAHONA,12,13.3,32
2026,IQS,Estudiante,5to grado,COTUI,9,8.9,16
2026,IQS,Estudiante,5to grado,HIGUEY,15,18.1,35
2026,IQS,Estudiante,5to grado,LA VEGA,32,18.6,50
2026,IQS,Estudiante,5to grado,MAO,3,1.1,4
2026,IQS,Estudiante,5to grado,MONTE CRISTI,11,18.3,38
2026,IQS,Estudiante,5to grado,MONTE PLATA,20,25.7,35
2026,IQS,Estudiante,5to grado,NAGUA,12,7.9,16
2026,IQS,Estudiante,5to grado,PUERTO PLATA,10,12.2,21
2026,IQS,Estudiante,5to grado,SAN CRISTOBAL,51,49.6,75
2026,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,25,32.6,57
2026,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,11,10.0,20
2026,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,42,37.0,73
2026,IQS,Estudiante,5to grado,SANTIAGO,94,75.9,169
2026,IQS,Estudiante,5to grado,SANTO DOMINGO,230,265.5,426
2026,IQS,Estudiante,5to grado,Sin ubicación,215,198.6,361
2026,IQS,Estudiante,6to grado,AZUA,1647,2788.5,4497
2026,IQS,Estudiante,6to grado,BAHORUCO,730,755.2,1385
2026,IQS,Estudiante,6to grado,BARAHONA,891,1129.6,2064
2026,IQS,Estudiante,6to grado,COTUI,1270,1351.3,2807
2026,IQS,Estudiante,6to grado,HIGUEY,2048,3711.5,5903
2026,IQS,Estudiante,6to grado,LA VEGA,2593,3414.5,6237
2026,IQS,Estudiante,6to grado,MAO,692,868.0,1660
2026,IQS,Estudiante,6to grado,MONTE CRISTI,1137,2583.4,3656
2026,IQS,Estudiante,6to grado,MONTE PLATA,600,660.1,1331
2026,IQS,Estudiante,6to grado,NAGUA,751,703.3,1468
2026,IQS,Estudiante,6to grado,PUERTO PLATA,1093,1392.0,2611
2026,IQS,Estudiante,6to grado,SAN CRISTOBAL,2763,3611.5,6011
2026,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,1425,1798.1,3337
2026,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,1176,2658.3,3658
2026,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,2718,5154.3,8302
2026,IQS,Estudiante,6to grado,SANTIAGO,6313,10366.7,16808
2026,IQS,Estudiante,6to grado,SANTO DOMINGO,15750,24397.5,37921
2026,IQS,Estudiante,6to grado,Sin ubicación,11596,13644.5,28001
2026,IQS,Estudiante,No especificado,AZUA,10,14.9,27
2026,IQS,Estudiante,No especificado,BAHORUCO,7,6.6,15
2026,IQS,Estudiante,No especificado,BARAHONA,12,13.6,35
2026,IQS,Estudiante,No especificado,COTUI,2,0.7,2
2026,IQS,Estudiante,No especificado,HIGUEY,31,50.7,108
2026,IQS,Estudiante,No especificado,LA VEGA,21,25.9,60
2026,IQS,Estudiante,No especificado,MAO,14,14.2,31
2026,IQS,Estudiante,No especificado,MONTE CRISTI,11,18.2,35
2026,IQS,Estudiante,No especificado,MONTE PLATA,2,1.7,5
2026,IQS,Estudiante,No especificado,NAGUA,6,9.4,9
2026,IQS,Estudiante,No especificado,PUERTO PLATA,11,10.1,19
2026,IQS,Estudiante,No especificado,SAN CRISTOBAL,30,34.2,59
2026,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,12,14.3,31
2026,IQS,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,4,1.7,7
2026,IQS,Estudiante,No especificado,SAN PEDRO DE MACORIS,39,41.1,68
2026,IQS,Estudiante,No especificado,SANTIAGO,57,71.2,152
2026,IQS,Estudiante,No especificado,SANTO DOMINGO,112,113.1,226
2026,IQS,Estudiante,No especificado,Sin ubicación,83,89.4,212
2026,IQS,Invitado,6to grado,AZUA,1,5.2,7
2026,IQS,Invitado,6to grado,BAHORUCO,2,2.8,3
2026,IQS,Invitado,6to grado,BARAHONA,2,2.4,2
2026,IQS,Invitado,6to grado,COTUI,1,0.7,1
2026,IQS,Invitado,6to grado,HIGUEY,2,0.4,2
2026,IQS,Invitado,6to grado,LA VEGA,3,3.7,7
2026,IQS,Invitado,6to grado,MONTE CRISTI,2,3.8,5
2026,IQS,Invitado,6to grado,MONTE PLATA,3,2.5,5
2026,IQS,Invitado,6to grado,NAGUA,1,0.3,1
2026,IQS,Invitado,6to grado,PUERTO PLATA,2,3.4,4
2026,IQS,Invitado,6to grado,SAN CRISTOBAL,4,2.9,5
2026,IQS,Invitado,6to grado,SAN FRANCISCO DE MACORIS,1,0.5,1
2026,IQS,Invitado,6to grado,SAN JUAN DE LA MAGUANA,2,0.7,2
2026,IQS,Invitado,6to grado,SAN PEDRO DE MACORIS,6,7.9,14
2026,IQS,Invitado,6to grado,SANTIAGO,7,21.2,31
2026,IQS,Invitado,6to grado,SANTO DOMINGO,36,66.0,101
2026,IQS,Invitado,6to grado,Sin ubicación,1472,1549.6,2595
2026,IQS,Invitado,No especificado,BAHORUCO,1,0.3,1
2026,IQS,Invitado,No especificado,Sin ubicación,4,2.3,5
2026,IQS,Sin rol,No especificado,HIGUEY,1,0.8,5
2026,IQS,Sin rol,No especificado,SANTIAGO,3,0.9,3
2026,IQS,Sin rol,No especificado,Sin ubicación,15,12.1,16
